description,category_id,category_name,skill_name,level
"Mình biết Beatbox ở mức cơ bản, muốn lên trình độ trung cấp.",7,Âm nhạc,Beatbox,Trung bình
Cần người giỏi Lập kế hoạch kinh doanh (Business Plan) hỗ trợ giải quyết vấn đề khó trong công việc.,6,Marketing & Kinh doanh,Lập kế hoạch kinh doanh (Business Plan),Nâng cao
Muốn được đào tạo chuyên sâu Guitar Solo để làm freelance/đi làm chính thức.,7,Âm nhạc,Guitar Solo,Nâng cao
Muốn được đào tạo chuyên sâu Wireframing để làm freelance/đi làm chính thức.,5,UI/UX,Wireframing,Nâng cao
"Mình là học sinh mới, muốn được chỉ bóng đá từ những khái niệm đầu tiên.",11,Thể thao,bóng đá,Cơ bản
"Tìm gia sư dạy Zumba cấp độ vỡ lòng, học chậm cũng được.",11,Thể thao,Zumba,Cơ bản
"Mình đã có nền tảng Kỹ năng học tập hiệu quả khá tốt, muốn học chuyên sâu hơn.",12,Gia sư & Học tập,Kỹ năng học tập hiệu quả,Nâng cao
"Mình học Blender 3D cơ bản được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",4,Thiết kế đồ họa,Blender 3D cơ bản,Trung bình
Muốn tìm người dạy Time Series Forecasting 1 kèm 1 online hoặc offline đều được.,2,AI & Data Science,Time Series Forecasting,Không xác định
Bạn nào rành Vẽ chì cơ bản chỉ giúp mình vài buổi nhập môn với.,8,Nghệ thuật,Vẽ chì cơ bản,Cơ bản
Cần buổi thực hành Ký họa (Sketching) nâng cao hơn một chút so với người mới.,8,Nghệ thuật,Ký họa (Sketching),Trung bình
"Tìm người hỗ trợ Linux Shell theo buổi, không cần cam kết dài hạn.",1,Lập trình phần mềm,Linux Shell,Không xác định
"Mình là học sinh mới, muốn được chỉ Usability Testing từ những khái niệm đầu tiên.",5,UI/UX,Usability Testing,Cơ bản
"Mình muốn học các kỹ thuật nâng cao trong Kubernetes, không cần dạy lại cơ bản.",1,Lập trình phần mềm,Kubernetes,Nâng cao
Cần tư vấn chuyên sâu về Thiết kế nội thất 3D (SketchUp) cho một dự án cụ thể đang làm.,4,Thiết kế đồ họa,Thiết kế nội thất 3D (SketchUp),Nâng cao
"Mình đã biết chút ít về Design Thinking, muốn học thêm để vững hơn.",5,UI/UX,Design Thinking,Trung bình
Cần đặt lịch học chạy bộ (Running) vào cuối tuần.,11,Thể thao,chạy bộ (Running),Không xác định
Tìm mentor Kỹ năng học tập hiệu quả trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,12,Gia sư & Học tập,Kỹ năng học tập hiệu quả,Nâng cao
Cần lộ trình học Jenkins CI/CD cơ bản trong 1-2 tháng.,1,Lập trình phần mềm,Jenkins CI/CD,Cơ bản
"Muốn học thử TikTok Ads một buổi xem có hợp không, trình độ mới toanh.",6,Marketing & Kinh doanh,TikTok Ads,Cơ bản
Muốn tìm người dạy C++ cơ bản 1 kèm 1 online hoặc offline đều được.,1,Lập trình phần mềm,C++ cơ bản,Không xác định
"Mình mới tìm hiểu React Native, cần người kèm cặp cơ bản.",1,Lập trình phần mềm,React Native,Cơ bản
"Muốn thực hành thêm Sáng tác nhạc (Songwriting) vì đang ở trình độ trung bình, hay bị vướng.",7,Âm nhạc,Sáng tác nhạc (Songwriting),Trung bình
"Muốn học thử Sinh Học phổ thông một buổi xem có hợp không, trình độ mới toanh.",12,Gia sư & Học tập,Sinh Học phổ thông,Cơ bản
Muốn nâng cao kỹ năng Xây kênh TikTok lên mức chuyên nghiệp.,6,Marketing & Kinh doanh,Xây kênh TikTok,Nâng cao
"Tìm gia sư dạy Origami (Xếp giấy) cấp độ vỡ lòng, học chậm cũng được.",8,Nghệ thuật,Origami (Xếp giấy),Cơ bản
"Mình chưa biết gì về Guitar Classic, ai có thể hướng dẫn từng bước không?",7,Âm nhạc,Guitar Classic,Cơ bản
Cần tư vấn chuyên sâu về Tiếng Pháp cho một dự án cụ thể đang làm.,3,Ngoại ngữ,Tiếng Pháp,Nâng cao
Tìm mentor bơi lội cho trẻ em trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,11,Thể thao,bơi lội cho trẻ em,Nâng cao
"Mình cần trao đổi trực tiếp về Git & GitHub, ai có kinh nghiệm inbox giúp mình.",1,Lập trình phần mềm,Git & GitHub,Không xác định
"Mình muốn học các kỹ thuật nâng cao trong Thiết kế Poster sự kiện, không cần dạy lại cơ bản.",4,Thiết kế đồ họa,Thiết kế Poster sự kiện,Nâng cao
Cần chuyên gia Chỉnh sửa video (Premiere) hướng dẫn làm dự án thực tế.,8,Nghệ thuật,Chỉnh sửa video (Premiere),Nâng cao
"Mình biết Gym & thể hình ở mức cơ bản, muốn lên trình độ trung cấp.",11,Thể thao,Gym & thể hình,Trung bình
Cần đặt lịch học IELTS vào cuối tuần.,3,Ngoại ngữ,IELTS,Không xác định
Cần buổi thực hành Toán tư duy cho trẻ em nâng cao hơn một chút so với người mới.,12,Gia sư & Học tập,Toán tư duy cho trẻ em,Trung bình
"Mình mới tìm hiểu Piano, cần người kèm cặp cơ bản.",7,Âm nhạc,Piano,Cơ bản
Cần người review lại các lỗi cơ bản khi làm Thiết kế Design System.,5,UI/UX,Thiết kế Design System,Trung bình
Cần người hướng dẫn Unity (C#) cơ bản cho người chưa có nền tảng.,1,Lập trình phần mềm,Unity (C#),Cơ bản
Cần một buổi học Laravel dành cho người mới bắt đầu.,1,Lập trình phần mềm,Laravel,Cơ bản
"Mình mất gốc hoàn toàn, muốn tìm người kèm Guitar Fingerstyle từ con số 0.",7,Âm nhạc,Guitar Fingerstyle,Cơ bản
"Muốn thực hành thêm Luyện phát âm chuẩn giọng Mỹ vì đang ở trình độ trung bình, hay bị vướng.",3,Ngoại ngữ,Luyện phát âm chuẩn giọng Mỹ,Trung bình
Cần chuyên gia Guitar Fingerstyle hướng dẫn làm dự án thực tế.,7,Âm nhạc,Guitar Fingerstyle,Nâng cao
"Muốn học thử Chốt sale qua điện thoại một buổi xem có hợp không, trình độ mới toanh.",6,Marketing & Kinh doanh,Chốt sale qua điện thoại,Cơ bản
"Có ai rảnh dạy Saxophone không, mình cần gấp trong tuần này.",7,Âm nhạc,Saxophone,Không xác định
"Muốn thực hành thêm Guitar Fingerstyle vì đang ở trình độ trung bình, hay bị vướng.",7,Âm nhạc,Guitar Fingerstyle,Trung bình
Bạn nào rành Data Science chỉ giúp mình vài buổi nhập môn với.,2,AI & Data Science,Data Science,Cơ bản
"Mình chưa biết gì về Reinforcement Learning, ai có thể hướng dẫn từng bước không?",2,AI & Data Science,Reinforcement Learning,Cơ bản
"Mình cần trao đổi trực tiếp về Tiếng Anh trẻ em mất gốc, ai có kinh nghiệm inbox giúp mình.",3,Ngoại ngữ,Tiếng Anh trẻ em mất gốc,Không xác định
"Đã tự học Nhiếp ảnh cơ bản một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",8,Nghệ thuật,Nhiếp ảnh cơ bản,Trung bình
Tìm người có thể thử thách và nâng trình Canva chuyên nghiệp của mình lên tầm cao mới.,4,Thiết kế đồ họa,Canva chuyên nghiệp,Nâng cao
"Mình đã biết chút ít về Data Science, muốn học thêm để vững hơn.",2,AI & Data Science,Data Science,Trung bình
Mình cần một người hướng dẫn Phát âm tiếng Anh theo lịch linh hoạt.,3,Ngoại ngữ,Phát âm tiếng Anh,Không xác định
"Muốn học thử Thiết kế Dashboard một buổi xem có hợp không, trình độ mới toanh.",5,UI/UX,Thiết kế Dashboard,Cơ bản
"Muốn đặt lịch kiểm tra sửa ống nước định kỳ, tránh hư hỏng bất ngờ.",9,Sửa chữa,sửa ống nước,Định kỳ
Mình cần một người hướng dẫn Sketch App theo lịch linh hoạt.,5,UI/UX,Sketch App,Không xác định
"Đang loay hoay không biết bắt đầu Tiếng Nhật N1 từ đâu, mong được hỗ trợ.",3,Ngoại ngữ,Tiếng Nhật N1,Cơ bản
Cần tư vấn chuyên sâu về Linux Shell cho một dự án cụ thể đang làm.,1,Lập trình phần mềm,Linux Shell,Nâng cao
Cần tìm người hỗ trợ về WordPress.,1,Lập trình phần mềm,WordPress,Không xác định
"Tìm người hỗ trợ Bảo mật ứng dụng web theo buổi, không cần cam kết dài hạn.",1,Lập trình phần mềm,Bảo mật ứng dụng web,Không xác định
"Tìm gia sư dạy Luyện thi học sinh giỏi cấp độ vỡ lòng, học chậm cũng được.",12,Gia sư & Học tập,Luyện thi học sinh giỏi,Cơ bản
Cần người review lại các lỗi cơ bản khi làm Lập kế hoạch kinh doanh (Business Plan).,6,Marketing & Kinh doanh,Lập kế hoạch kinh doanh (Business Plan),Trung bình
"Đã tự học Tiếng Trung HSK2 một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",3,Ngoại ngữ,Tiếng Trung HSK2,Trung bình
"Có ai rảnh dạy Ruby on Rails không, mình cần gấp trong tuần này.",1,Lập trình phần mềm,Ruby on Rails,Không xác định
"Tìm người hỗ trợ Phân tích thị trường theo buổi, không cần cam kết dài hạn.",6,Marketing & Kinh doanh,Phân tích thị trường,Không xác định
"Mình đã biết chút ít về TOEIC, muốn học thêm để vững hơn.",3,Ngoại ngữ,TOEIC,Trung bình
"Mình biết Illustrator ở mức cơ bản, muốn lên trình độ trung cấp.",4,Thiết kế đồ họa,Illustrator,Trung bình
"Mình học C++ cơ bản được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",1,Lập trình phần mềm,C++ cơ bản,Trung bình
"Mình đã có nền tảng pha cà phê (Barista) khá tốt, muốn học chuyên sâu hơn.",10,Nấu ăn,pha cà phê (Barista),Nâng cao
"Ai có thể giúp mình về Saxophone không, cảm ơn nhiều.",7,Âm nhạc,Saxophone,Không xác định
"Mình học Tennis được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",11,Thể thao,Tennis,Trung bình
"Mình mất gốc hoàn toàn, muốn tìm người kèm Terraform từ con số 0.",1,Lập trình phần mềm,Terraform,Cơ bản
Cần buổi thực hành cầu lông nâng cao hơn một chút so với người mới.,11,Thể thao,cầu lông,Trung bình
Tìm người có thể thử thách và nâng trình Typography của mình lên tầm cao mới.,4,Thiết kế đồ họa,Typography,Nâng cao
Cần chuyên gia Illustrator hướng dẫn làm dự án thực tế.,4,Thiết kế đồ họa,Illustrator,Nâng cao
Muốn tìm người dạy Tiếng Anh trẻ em mất gốc 1 kèm 1 online hoặc offline đều được.,3,Ngoại ngữ,Tiếng Anh trẻ em mất gốc,Không xác định
Cần một buổi học Machine Learning dành cho người mới bắt đầu.,2,AI & Data Science,Machine Learning,Cơ bản
"Đã tự học Lịch Sử một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",12,Gia sư & Học tập,Lịch Sử,Trung bình
Mình cần một người hướng dẫn Giáo dục công dân theo lịch linh hoạt.,5,UI/UX,Giáo dục công dân,Không xác định
Muốn nâng cao kỹ năng A/B Testing lên mức chuyên nghiệp.,2,AI & Data Science,A/B Testing,Nâng cao
"Mình mới tìm hiểu Phân tích thị trường, cần người kèm cặp cơ bản.",6,Marketing & Kinh doanh,Phân tích thị trường,Cơ bản
"Mình cần trao đổi trực tiếp về bơi lội cho trẻ em, ai có kinh nghiệm inbox giúp mình.",11,Thể thao,bơi lội cho trẻ em,Không xác định
Cần người hướng dẫn Micro-interaction Design cơ bản cho người chưa có nền tảng.,5,UI/UX,Micro-interaction Design,Cơ bản
"Mình biết Kỹ năng bán hàng ở mức cơ bản, muốn lên trình độ trung cấp.",6,Marketing & Kinh doanh,Kỹ năng bán hàng,Trung bình
"Mình muốn học các kỹ thuật nâng cao trong Computer Vision, không cần dạy lại cơ bản.",2,AI & Data Science,Computer Vision,Nâng cao
"Muốn thực hành thêm Redis vì đang ở trình độ trung bình, hay bị vướng.",1,Lập trình phần mềm,Redis,Trung bình
Cần buổi thực hành Microservices nâng cao hơn một chút so với người mới.,1,Lập trình phần mềm,Microservices,Trung bình
"Mình biết cầu lông ở mức cơ bản, muốn lên trình độ trung cấp.",11,Thể thao,cầu lông,Trung bình
Cần một buổi học Tiếng Ý dành cho người mới bắt đầu.,3,Ngoại ngữ,Tiếng Ý,Cơ bản
"Mình đã có nền tảng Lịch Sử khá tốt, muốn học chuyên sâu hơn.",12,Gia sư & Học tập,Lịch Sử,Nâng cao
"Đang tìm mentor Luyện thi chứng chỉ tin học văn phòng, thời gian học có thể thương lượng.",12,Gia sư & Học tập,Luyện thi chứng chỉ tin học văn phòng,Không xác định
Cần người review lại các lỗi cơ bản khi làm Tài chính cá nhân.,6,Marketing & Kinh doanh,Tài chính cá nhân,Trung bình
"Mình muốn học các kỹ thuật nâng cao trong võ thuật (Vovinam/Karate), không cần dạy lại cơ bản.",11,Thể thao,võ thuật (Vovinam/Karate),Nâng cao
"Tìm thợ sơn sửa nhà cửa có thể qua liền, xin cảm ơn.",9,Sửa chữa,sơn sửa nhà cửa,Khẩn cấp
"Mình cần trao đổi trực tiếp về Tiếng Việt cho người nước ngoài, ai có kinh nghiệm inbox giúp mình.",3,Ngoại ngữ,Tiếng Việt cho người nước ngoài,Không xác định
Đang cần người có kinh nghiệm lâu năm về Luyện thi THPT Quốc gia để review công việc thực tế.,12,Gia sư & Học tập,Luyện thi THPT Quốc gia,Nâng cao
"Ai nhận sửa đồ gỗ nội thất tại nhà không, mình ở gần đây.",9,Sửa chữa,sửa đồ gỗ nội thất,Không xác định
"Mình là học sinh mới, muốn được chỉ Guitar Fingerstyle từ những khái niệm đầu tiên.",7,Âm nhạc,Guitar Fingerstyle,Cơ bản
"Tìm người có kinh nghiệm về .NET / C# để trao đổi, học hỏi.",1,Lập trình phần mềm,.NET / C#,Không xác định
"Cần thợ sửa cửa cuốn/cửa cổng tự động hẹn lịch trước, không gấp.",9,Sửa chữa,sửa cửa cuốn/cửa cổng tự động,Định kỳ
Cần người review lại các lỗi cơ bản khi làm bơi lội.,11,Thể thao,bơi lội,Trung bình
Cần người hướng dẫn nấu món Thái cơ bản cho người chưa có nền tảng.,10,Nấu ăn,nấu món Thái,Cơ bản
"Mình mới tìm hiểu Thư pháp, cần người kèm cặp cơ bản.",8,Nghệ thuật,Thư pháp,Cơ bản
"Tìm người dạy R Programming cho người tay ngang, chưa từng học qua.",2,AI & Data Science,R Programming,Cơ bản
Tìm mentor trang trí bánh kem trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,10,Nấu ăn,trang trí bánh kem,Nâng cao
Cần lộ trình học Tiếng Trung HSK1 cơ bản trong 1-2 tháng.,3,Ngoại ngữ,Tiếng Trung HSK1,Cơ bản
"Mình cần trao đổi trực tiếp về Điêu khắc đất sét, ai có kinh nghiệm inbox giúp mình.",8,Nghệ thuật,Điêu khắc đất sét,Không xác định
"Ai nhận sơn sửa nhà cửa tại nhà không, mình ở gần đây.",9,Sửa chữa,sơn sửa nhà cửa,Không xác định
